Provinsi,Kabupaten/Kota,Nama Bank,Kode Bank
Provinsi Jawa Timur,Kota Malang,PT Bank Perekonomian Rakyat Gunung Ringgit,600904
Provinsi Jawa Timur,Kota Malang,PT Bank Perekonomian Rakyat Tugu Artha Sejahtera Kota Malang Perseroda,600910
Provinsi Jawa Timur,Kota Malang,PT Bank Perkreditan Rakyat Sumber Arto,600912
Provinsi Jawa Timur,Kota Malang,PT Bank Perekonomian Rakyat Trikarya Waranugraha,600914
Provinsi Jawa Timur,Kota Malang,PT Bank Perekonomian Rakyat Putra Arta Dewata,601677
Provinsi Jawa Timur,Kota Pasuruan,PT Bank Perekonomian Rakyat BPR Kota Pasuruan Perseroda,600866
Provinsi Jawa Timur,Kota Probolinggo,PT Bank Perekonomian Rakyat Semeru Swasti,600921
Provinsi Jawa Timur,Kota Probolinggo,PT Bank Perekonomian Rakyat Sentral Arta Jaya,600927
Provinsi Jawa Timur,Kota Blitar,PT Bank Perekonomian Rakyat Pulau Intan Sejahtera,600113
Provinsi Jawa Timur,Kota Blitar,Perumda BPR Kota Blitar,602560
Provinsi Jawa Timur,Kota Kediri,Perumda BPR Bank Kota Kediri,600776
Provinsi Jawa Timur,Kota Kediri,PT Bank Perekonomian Rakyat Dhaha Ekonomi,600946
Provinsi Jawa Timur,Kota Kediri,PT Bank Perekonomian Rakyat Insumo Sumberarto,601740
Provinsi Jawa Timur,Kota Kediri,PT Bank Perekonomian Rakyat Mahkota Mitra Usaha,601745
Provinsi Jawa Timur,Kota Madiun,PT. BPR Mejayan Permai,600006
Provinsi Jawa Timur,Kota Madiun,PT Bank Perekonomian Rakyat Mandiri Dhanasejahtera,600128
Provinsi Jawa Timur,Kota Madiun,Perumda BPR Bank Daerah Kota Madiun,600950
Provinsi Jawa Timur,Kota Madiun,PT Bank Perekonomian Rakyat Tunas Artha Baru,600951
Provinsi Jawa Timur,Kota Madiun,KBPR Wijaya Kusuma,600952
Provinsi Bengkulu,Kab. Bengkulu Selatan,PERUMDA BPR Mukomuko,602744
Provinsi Bengkulu,Kab. Bengkulu Utara,PT Bank Perekonomian Rakyat Dian Binarta,601948
Provinsi Bengkulu,Kab. Rejang Lebong,PT Bank Perekonomian Rakyat Maroba Ite,601937
Provinsi Bengkulu,Kab. Kepahiang,PT Bank Perekonomian Rakyat Mindosari,601939
Provinsi Bengkulu,Kab. Mukomuko,PT Bank Perekonomian Rakyat Mukomuko Makmur,602715
Provinsi Jambi,Kab. Muaro Jambi,PT Bank Perekonomian Rakyat Pondok Meja Indah,600104
Provinsi Jambi,Kab. Muaro Jambi,PT. Bank Perekonomian Rakyat Rap Ganda,602017
Provinsi Jambi,Kab. Tanjung Jabung Barat,PT Bank Perekonomian Rakyat Tanggo Rajo Perseroda,600817
Provinsi Jambi,Kab. Bungo,PT BPR Bungo Mandiri,602634
Provinsi Jambi,Kota Jambi,PT. BPR Universal Sentosa,600056
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Mitra Lestari,600885
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Batanghari,601119
Provinsi Jambi,Kota Jambi,PT BANK PEREKONOMIAN RAKYAT ARTHA PRIMA PERSADA,602465
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Kencana Mandiri,602635
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Central Dana Mandiri,602636
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Central Niaga Abadi,602664
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Ronatama Mandiri Jambi,602683
Provinsi Jambi,Kota Jambi,PT. Bank Perekonomian Rakyat Prima Jambi Mandiri,602689
Provinsi Jambi,Kota Jambi,PT BANK PEREKONOMIAN RAKYAT JAMBI CITRA SAHABAT,602690
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Pundi Dana Mandiri,602701
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Citra Darma Wangsa,602711
Provinsi Jambi,Kota Jambi,PT. BPR Buana Mandiri,602714
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Perdana Cipta Sejahtera,602716
Provinsi Jambi,Kota Jambi,PT Bank Perekonomian Rakyat Ukabima Permata,602727
Provinsi Jambi,Kota Sungai Penuh,PT Bank Perekonomian Rakyat Pembangunan Kerinci,602608
Provinsi NAD,Kab. Aceh Besar,PT. BPR Artha Aceh Sejahtera,600096
Provinsi NAD,Kab. Aceh Besar,PT Bank Perekonomian Rakyat Ingin Jaya,601938
Provinsi NAD,Kota Banda Aceh,PT BPR Mustaqim Sukamakmur,600280
Provinsi NAD,Kota Banda Aceh,PT. BPR Berlian Global Aceh,602570
Provinsi NAD,Kota Lhokseumawe,PT. BPR Aceh Utara,601093
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Dua Puluh Lima,600018
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Tiga Puluh Tiga,600149
Provinsi Sumatera Utara,Kab. Deli Serdang,PT. BPR Nusa Galang Makmur,600159
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Solider,600274
Provinsi Sumatera Utara,Kab. Deli Serdang,PT. BPR Dana Ganda,601085
Provinsi Sumatera Utara,Kab. Deli Serdang,PT BANK PEREKONOMIAN RAKYAT NUSANTARA BONA PASOGIT DUA PULUH,601872
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Tujuh Belas,601875
Provinsi Sumatera Utara,Kab. Deli Serdang,PT BPR Karyabhakti Ugahari,601927
Provinsi Sumatera Utara,Kab. Deli Serdang,PT BANK PEREKONOMIAN RAKYAT PIJER PODI KEKELENGEN,601930
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Disky Surya Jaya,601965
Provinsi Sumatera Utara,Kab. Deli Serdang,PT BPR Tridana Percut,601969
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Nusantara Ekonomi Jaya,601972
Provinsi Sumatera Utara,Kab. Deli Serdang,PT BANK PEREKONOMIAN RAKYAT SUMBER TIOPAN RAYA,601974
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Laksana Abadisunggal,601991
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Laksana Gunapercut,601992
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Talabumi Sunggal,601993
Provinsi Sumatera Utara,Kab. Deli Serdang,PT BANK PEREKONOMIAN RAKYAT DUTA PARAMARTA,601994
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Guna Rakyat,602461
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Mitra Sumber Makmur,602729
Provinsi Sumatera Utara,Kab. Deli Serdang,PT Bank Perekonomian Rakyat Karya Bersama Ugahari,602760
Provinsi Sumatera Utara,Kab. Langkat,PT BPR Nusantara Bona Pasogit 13,601967
Provinsi Sumatera Utara,Kab. Karo,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Lima Belas,601874
Provinsi Sumatera Utara,Kab. Karo,PT Bank Perekonomian Rakyat Logo Karo Asri,601975
Provinsi Sumatera Utara,Kab. Simalungun,PT BANK PEREKONOMIAN RAKYAT BUANA AGRIBISNIS,600887
Provinsi Sumatera Utara,Kab. Simalungun,PT Bank Perekonomian Rakyat Bandar Jaya,601877
Provinsi Sumatera Utara,Kab. Simalungun,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Enam,601957
Provinsi Sumatera Utara,Kab. Simalungun,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Tujuh,601958
Provinsi Sumatera Utara,Kab. Labuhan Batu,PT BANK PEREKONOMIAN RAKYAT NUSANTARA BONA PASOGIT ENAM BELAS,600092
Provinsi Sumatera Utara,Kab. Labuhan Batu,PT Bank Perekonomian Rakyat Mangatur Ganda,601131
Provinsi Sumatera Utara,Kab. Asahan,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Empat,601959
Provinsi Sumatera Utara,Kab. Asahan,PT. BPR Diori Ganda,601970
Provinsi Sumatera Utara,Kab. Dairi,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Delapan,601956
Provinsi Sumatera Utara,Kab. Tapanuli Utara,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Satu,601963
Provinsi Sumatera Utara,Kab. Tapanuli Selatan,PT BANK PEREKONOMIAN RAKYAT KARYA PARHUTA,601094
Provinsi Sumatera Utara,Kab. Tapanuli Selatan,PT BPR Bina Barumun,601971
Provinsi Sumatera Utara,Kab. Toba Samosir,PT BANK PEREKONOMIAN RAKYAT SURUNGAN NAULI,600918
Provinsi Sumatera Utara,Kab. Toba Samosir,PT. BPR Porsea Jaya,601083
Provinsi Sumatera Utara,Kab. Toba Samosir,PT. BPR Nusantara Bona Pasogit 5,601960
Provinsi Sumatera Utara,Kab. Mandailing Natal,PT. BPR Nusantara Bona Pasogit 21,601876
Provinsi Sumatera Utara,Kab. Humbang Hasundutan,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Sepuluh,601961
Provinsi Sumatera Utara,Kab. Samosir,PT BANK PEREKONOMIAN RAKYAT NUSANTARA BONA PASOGIT SEMBILAN,601962
Provinsi Sumatera Utara,Kab. Serdang Bedagai,PT BANK PEREKONOMIAN RAKYAT NUSANTARA BONA PASOGIT DELAPAN BELAS,601873
Provinsi Sumatera Utara,Kab. Serdang Bedagai,PT Bank Perekonomian Rakyat Perbaungan Hombar Makmur,601931
Provinsi Sumatera Utara,Kota Binjai,PT BANK PEREKONOMIAN RAKYAT NUSANTARA BONA PASOGIT DUA PULUH DUA,600011
Provinsi Sumatera Utara,Kota Pematang Siantar,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit Tiga Puluh Empat,600140
Provinsi Sumatera Utara,Kota Sibolga,PT BANK PEREKONOMIAN RAKYAT NUSANTARA BONA PASOGIT TIGA,601964
Provinsi Sumatera Utara,Kota Medan,PT BANK PEREKONOMIAN RAKYAT MULTI TATAPERKASA,600076
Provinsi Sumatera Utara,Kota Medan,PT BANK PEREKONOMIAN RAKYAT MITRADANA MADANI,600155
Provinsi Sumatera Utara,Kota Medan,PT Bank Perekonomian Rakyat Eka Prasetya,600412
Provinsi Sumatera Utara,Kota Medan,PT Bank Perekonomian Rakyat Duta Adiarta,600897
Provinsi Sumatera Utara,Kota Medan,PT Bank Perekonomian Rakyat Milala Sugiharta Sentosa,601966
Provinsi Sumatera Utara,Kota Medan,PT Bank Perekonomian Rakyat Prima Tata Pratama,601968
Provinsi Sumatera Utara,Kota Medan,PT Bank Perekonomian Rakyat Dana Mandiri,602655
Provinsi Sumatera Utara,Kota Medan,PT BANK PEREKONOMIAN RAKYAT WAHANA BERSAMA KPUM,602661
Provinsi Sumatera Utara,Kota Medan,PT. BPR Asia Bintang Cemerlang,602694
Provinsi Sumatera Utara,Kota Medan,PT Bank Perekonomian Rakyat Prima Madani,602705
Provinsi Sumatera Barat,Kab. Agam,PT BPR Tilatang Kamang,600255
Provinsi Sumatera Barat,Kab. Agam,PT. BPR Sungai Puar,601168
Provinsi Sumatera Barat,Kab. Agam,PT BPR Lumbuang Pitih Nagari Panampuang,601169
Provinsi Sumatera Barat,Kab. Agam,PT Bank Perekonomian Rakyat LPN Padang Tarab,601170
Provinsi Sumatera Barat,Kab. Agam,PT BPR Mutiara Pesisir,601174
Provinsi Sumatera Barat,Kab. Agam,PT Bank Perekonomian Rakyat Gebu Harapan,601175
Provinsi Sumatera Barat,Kab. Agam,PT Bank Perekonomian Rakyat Pembangunan Nagari,601176
Provinsi Sumatera Barat,Kab. Agam,PT. BPR Gema Ampekkoto Sejahtera,602018
Provinsi Sumatera Barat,Kab. Pasaman,PT BPR Ophir,600146
Provinsi Sumatera Barat,Kab. Pasaman,PT Bank Perekonomian Rakyat Swadaya Anak Nagari,601208
Provinsi Sumatera Barat,Kab. Pasaman,PT BPR Mitradana,601209
Provinsi Sumatera Barat,Kab. Pasaman,PT BPR Sembilan Mutiara,601210
Provinsi Sumatera Barat,Kab. Pasaman,PT. BPR Khatulistiwa Bonjol,601211
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BPR Dharma Pejuang Empatlima,600069
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BANK PEREKONOMIAN RAKYAT SULIKI GUNUNG MAS,600256
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT. BPR Harau,600258
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BPR LPN Taeh Baruh,601151
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BANK PEREKONOMIAN RAKYAT LUMBUNG PITIH NAGARI PADANG KUNING,601152
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BPR LPN Labuh Gunung,601153
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT. BPR Mitra Usaha Muaro Paiti,601155
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BPR Kampung Baru Muaro Paiti,601156
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT Bank Perekonomian Rakyat Gonjong Limo,601191
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BPR Guguk Mas Makmur,601226
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BPR Sago Dharma Pejuang,602016
Provinsi Sumatera Barat,Kab. Limapuluh Koto,PT BPR Majo Lelo Sati Tambun Ijuk,602473
Provinsi Sumatera Barat,Kab. Solok Selatan,PT. BPR Artha Niaga Solok,601187
Provinsi Sumatera Barat,Kab. Solok Selatan,PT Bank Perekonomian Rakyat Sarantau Sasurambi,601189
Provinsi Sumatera Barat,Kab. Solok Selatan,PT BPR Pakan Rabaa Solok Selatan,601190
Provinsi Sumatera Barat,Kab. Padang Pariaman,PT. BPR Cincin Permata Andalas,600260
Provinsi Sumatera Barat,Kab. Padang Pariaman,PT Bank Perekonomian Rakyat Piala Makmur,601181
Provinsi Sumatera Barat,Kab. Padang Pariaman,PT BPR LPN Koto Dalam,601217
Provinsi Sumatera Barat,Kab. Padang Pariaman,PT BANK PEREKONOMIAN RAKYAT GANTO NAGARI SEMBILAN BELAS LIMA EMPAT,601220
Provinsi Sumatera Barat,Kab. Padang Pariaman,PT BPR Nagari Kasang,601221
Provinsi Sumatera Barat,Kab. Padang Pariaman,PT Bank Perekonomian Rakyat Pembangunan Kabupaten Padang Pariaman,601922
Provinsi Sumatera Barat,Kab. Padang Pariaman,PT Bank Perekonomian Rakyat VII Koto,601929
Provinsi Sumatera Barat,Kab. Padang Pariaman,PT. BPR Nurul Barokah,602019
Provinsi Sumatera Barat,Kab. Pesisir Selatan,PT Bank Perekonomian Rakyat Gema Pesisir,600249
Provinsi Sumatera Barat,Kab. Pesisir Selatan,PT Bank Perekonomian Rakyat Lengayang,600252
Provinsi Sumatera Barat,Kab. Pesisir Selatan,BPR LPN Tapan,601223
Provinsi Sumatera Barat,Kab. Pesisir Selatan,PT BPR Batang Tarusan,601224
Provinsi Sumatera Barat,Kab. Pesisir Selatan,PT Bank Perekonomian Rakyat Batang Kapas,601225
Provinsi Sumatera Barat,Kab. Pesisir Selatan,PT BPR Mitra Danagung,601227
Provinsi Sumatera Barat,Kab. Pesisir Selatan,PT BPR Mitra Bunda Mandiri,602013
Provinsi Sumatera Barat,Kab. Pesisir Selatan,PT. BPR Samudera,602552
Provinsi Sumatera Barat,Kab. Tanah Datar,PT Bank Perekonomian Rakyat Pariangan Kota Batusangkar,600253
Provinsi Sumatera Barat,Kab. Tanah Datar,PT. BPR Carano Nagari,601182
Provinsi Sumatera Barat,Kab. Tanah Datar,PT. BPR Rangkiang Nagari,601183
Provinsi Sumatera Barat,Kab. Tanah Datar,PT Bank Perekonomian Rakyat Gudam,601197
Provinsi Sumatera Barat,Kab. Tanah Datar,PT Bank Perekonomian Rakyat Batang Selo,601198
Provinsi Sumatera Barat,Kab. Tanah Datar,PT BPR Balerong Bunta,601199
Provinsi Sumatera Barat,Kab. Tanah Datar,PT BPR LPN PANDAI SIKEK,601200
Provinsi Sumatera Barat,Kab. Tanah Datar,PT. BPR Luhak Nan Tuo,601201
Provinsi Sumatera Barat,Kab. Tanah Datar,PT. BPR Batipuh,601202
Provinsi Sumatera Barat,Kab. Tanah Datar,PT BPR Malibu,601203
Provinsi Sumatera Barat,Kab. Tanah Datar,PT. BPR CAHAYA INTAN MANDIRI,601204
Provinsi Sumatera Barat,Kab. Tanah Datar,PT BPR LPN Padang Magek,601205
Provinsi Sumatera Barat,Kab. Tanah Datar,PT. BPR Andalas Baruh Bukit,601206
Provinsi Sumatera Barat,Kab. Tanah Datar,PT Bank Perekonomian Rakyat Pagaruyung,601207
Provinsi Sumatera Barat,Kab. Sawahlunto/Sijunjung,PT. BPR Mutiara Nagari,600247
Provinsi Sumatera Barat,Kab. Sawahlunto/Sijunjung,PT BPR Batang Palangki Mandiri,601159
Provinsi Sumatera Barat,Kab. Sawahlunto/Sijunjung,PT Bank Perekonomian Rakyat LPN Kampung Dalam,601166
Provinsi Sumatera Barat,Kab. Sawahlunto/Sijunjung,PT BANK PEREKONOMIAN RAKYAT DHARMA NAGARI,601167
Provinsi Sumatera Barat,Kab. Sawahlunto/Sijunjung,PT BPR Muaro Bodi,601228
Provinsi Sumatera Barat,Kab. Sawahlunto/Sijunjung,PT. BPR Bukit Cati Pematang Panjang,601229
Provinsi Sumatera Barat,Kab. Sawahlunto/Sijunjung,PT Bank Perekonomian Rakyat Gebu Sijunjung Sejahtera,601230
Provinsi Sumatera Barat,Kab. Kepulauan Mentawai,PT Bank Perekonomian Rakyat Pagai Utara Selatan,602549
Provinsi Sumatera Barat,Kab. Kepulauan Mentawai,PT. BPR Sipora,602551
Provinsi Sumatera Barat,Kab. Dharmasraya,PT BPR LPN Sungai Rumbai,601164
Provinsi Sumatera Barat,Kab. Dharmasraya,PT. BPR Sungai Rumbai,602015
Provinsi Sumatera Barat,Kab. Solok,PT. BPR Gunung Talang,600250
Provinsi Sumatera Barat,Kab. Solok,PT BPR X Koto Singkarak,601192
Provinsi Sumatera Barat,Kab. Solok,PT. BPR Mos Muara Panas,602014
Provinsi Sumatera Barat,Kab./Kota Lainnya - Provinsi Sumatera Barat,PT. BPR Pulau Punjung,600245
Provinsi Sumatera Barat,Kab./Kota Lainnya - Provinsi Sumatera Barat,PT BANK PEREKONOMIAN RAKYAT LUMBUNG PITIH NAGARI TARANTANG,601165
Provinsi Sumatera Barat,Kab./Kota Lainnya - Provinsi Sumatera Barat,PT Bank Perekonomian Rakyat Solok Selatan,601188
Provinsi Sumatera Barat,Kota Bukittinggi,PT BPR Rangkiang Aur Denai,601171
Provinsi Sumatera Barat,Kota Bukittinggi,PT BPRS Jam Gadang Perseroda,602538
Provinsi Sumatera Barat,Kota Padang,PT. BPR Central Micro,601154
Provinsi Sumatera Barat,Kota Padang,PT BPR Tjahaja Baru,601172
Provinsi Sumatera Barat,Kota Padang,PT BPR Raga Dana Sejahtera,601173
Provinsi Sumatera Barat,Kota Padang,PT Bank Perekonomian Rakyat Lugas Dana Mandiri,601186
Provinsi Sumatera Barat,Kota Padang,PT. BPR Lubuk Raya Mandiri,601194
Provinsi Sumatera Barat,Kota Padang,PT. BPR Cempaka Mitra Nagari,601222
Provinsi Sumatera Barat,Kota Padang,PT BPR Budisetia,602545
Provinsi Sumatera Barat,Kota Padang,PT BPR Stigma Andalas,602592
Provinsi Sumatera Barat,Kota Sawahlunto,PT. BPR Cahaya Nagari,601160
Provinsi Sumatera Barat,Kota Sawahlunto,PT BPR Durian Mandiri Sawahlunto,601161
Provinsi Sumatera Barat,Kota Sawahlunto,PT BPR Kota Arang Sejahtera,601162
Provinsi Sumatera Barat,Kota Sawahlunto,PT BPR Talawi Sakato Sejahtera,601163
Provinsi Sumatera Barat,Kota Padang Panjang,BPR LPN Kampung Manggis,601212
Provinsi Sumatera Barat,Kota Padang Panjang,PT Bank Perekonomian Rakyat Baringin Padang Panjang Sakato,601213
Provinsi Sumatera Barat,Kota Solok,PT. BPR Surya Katialo,601180
Provinsi Sumatera Barat,Kota Solok,PT BPR Solok Sakato,601185
Provinsi Sumatera Barat,Kota Solok,PT Bank Perekonomian Rakyat Prima Mulia Anugrah,601193
Provinsi Sumatera Barat,Kota Payakumbuh,PT. BPR Rangkiang Denai,601157
Provinsi Sumatera Barat,Kota Pariaman,PT BPR Tri Capital Investama Sumbar,601218
Provinsi Sumatera Barat,Kota Pariaman,PT BPR LA Mangau Sejahtera,601219
Provinsi Riau,Kab. Kampar,PT Bank Perekonomian Rakyat Sarimadu (Perseroda),602042
Provinsi Riau,Kab. Kampar,PT. BPR Bumi Riau Insani,602084
Provinsi Riau,Kab. Bengkalis,PT Bank Perekonomian Rakyat Nusantara Bona Pasogit 24,600013
Provinsi Riau,Kab. Bengkalis,PT Bank Perekonomian Rakyat Mitra Arta Mulia,600858
Provinsi Riau,Kab. Bengkalis,PT. BPR Mandar,601178
Provinsi Riau,Kab. Bengkalis,PT Bank Perekonomian Rakyat Terabina Seraya Mulia,601870
Provinsi Riau,Kab. Rokan Hulu,Perumda BPR Rokan Hulu,602561
Provinsi Riau,Kab. Rokan Hilir,PT Bank Perekonomian Rakyat Rokan Hilir (Perseroda),600320
Provinsi Riau,Kab. Pelalawan,PT Bank Perekonomian Rakyat Dana Amanah (Perseroda),602610
Provinsi Riau,Kab. Kuantan Singingi,PT BPR Cempaka Mitra Nagori Kuansing,602613
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Artha Margahayu,600186
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Payung Negeri Bestari,600849
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Cempaka Wadah Sejahtera,601177
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Unisritama,602041
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Mitra Rakyat Riau,602065
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Tuah Negeri Mandiri,602554
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Pekanbaru Madani (Perseroda),602559
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Mandiri Jaya Perkasa,602564
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Universal Karya Mandiri Riau,602572
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Harta Mandiri,602583
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Delta Dana Mandiri,602586
Provinsi Riau,Kota Pekanbaru,PT BPR Indomitra Mega Kapital,602589
Provinsi Riau,Kota Pekanbaru,PT. BPR Tunas Mitra Mandiri,602609
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Duta Perdana,602651
Provinsi Riau,Kota Pekanbaru,PT.BPR Faiza Pradani Andi,602663
Provinsi Riau,Kota Pekanbaru,PT. BPR Putra Riau Mandiri,602677
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Anugerah Bintang Sejahtera,602678
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Fianka Rezalina Fatma,602684
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Arsham Sejahtera,602695
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Prima Riau Sentosa,602712
Provinsi Riau,Kota Pekanbaru,PT Bank Perekonomian Rakyat Putra Mahkota Mandiri,602735
Provinsi Riau,Kota Dumai,PT Bank Perekonomian Rakyat Dumai Kapital Lestari,601926
Provinsi Sumatera Selatan,Kab. Musi Banyuasin,PT Bank Perekonomian Rakyat Prabumegah Kencana,601955
Provinsi Sumatera Selatan,Kab. Musi Banyuasin,PT. BPR Musi Artha Surya,602540
Provinsi Sumatera Selatan,Kab. Ogan Komering Ulu,PT Bank Perekonomian Rakyat Agritrans Batumarta,601117
Provinsi Sumatera Selatan,Kab. Ogan Komering Ulu,PT Bank Perekonomian Rakyat Utomo Manunggal Sejahtera Sumsel,602679
Provinsi Sumatera Selatan,Kab. Ogan Komering Ulu,PT Bank Perekonomian Rakyat Baturaja (Perseroda),602741
Provinsi Sumatera Selatan,Kab. Lematang Ilir Ogan Tengah (Muara Enim),PT Bank Perekonomian Rakyat Muara Enim (Perseroda),602739
Provinsi Sumatera Selatan,Kab. Banyuasin,PT. BPR Rarat Ganda,601949
Provinsi Sumatera Selatan,Kab. Ogan Komering Ulu Timur,PT Bank Perekonomian Rakyat Musi Arta Lestari,601950
Provinsi Sumatera Selatan,Kab. Ogan Ilir,PT Bank Perekonomian Rakyat Cinta Manis Agroloka,601116
Provinsi Sumatera Selatan,Kab. Ogan Ilir,PT Bank Perekonomian Rakyat Tiurganda,601953
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Mitra Central Dana,600863
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Sukasada,601100
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Tri Gunung Selatan,601951
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Multidana Mandiri,601952
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Sumatera Selatan (Perseroda),602574
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Prima Dana Abadi,602596
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Puskopat,602605
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Ukabima Grazia,602621
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Catur Mas,602693
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Bintang Dana Persada,602728
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Palembang,602731
Provinsi Sumatera Selatan,Kota Palembang,PT Bank Perekonomian Rakyat Berkat Sejati,602752
Provinsi Sumatera Selatan,Kota Lubuklinggau,PT Bank Perekonomian Rakyat Sindang Binaharta,601998
Provinsi Sumatera Selatan,Kota Prabumulih,PT. BPR Tahap Ganda,601954
Provinsi Kep. Bangka Belitung,Kab. Bangka,PT Bank Perekonomian Rakyat Sentral Mitra Sejahtera,601881
Provinsi Kep. Bangka Belitung,Kota Pangkal Pinang,PT BPR Anugrah Swakerta,600002
Provinsi Kep. Bangka Belitung,Kota Pangkal Pinang,PT Bank Perekonomian Rakyat Ukabima Lestari,600799
Provinsi Kep. Bangka Belitung,Kota Pangkal Pinang,PT Bank Perekonomian Rakyat Berkah Serumpun Mandiri,602710
Provinsi Kep. Riau,Kab. Karimun,Perumda BPR Tuah Karimun,600784
Provinsi Kep. Riau,Kab. Karimun,PT Bank Perekonomian Rakyat Karimun Sejahtera,602617
Provinsi Kep. Riau,Kab. Karimun,PT Bank Perekonomian Rakyat Buana Arta Mulia,602632
Provinsi Kep. Riau,Kab. Karimun,PT Bank Perekonomian Rakyat Mega Mas Lestari,602676
Provinsi Kep. Riau,Kab. Lingga,PT Bank Perekonomian Rakyat Sumber Dana Mas,602653
Provinsi Kep. Riau,Kab. Natuna,PT Bank Perekonomian Rakyat Natuna,602696
Provinsi Kep. Riau,Kab. Bintan (d/h Kab. Kepulauan Riau),Perumda BPR Bintan,602575
Provinsi Kep. Riau,Kota Tanjung Pinang,PT Bank Perekonomian Rakyat Duta Kepulauan Riau,600889
